Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class
0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64131,7,561,1,.AP.SF,0,normal
0.069,TCP  ,OPENSTACK_NET,64131,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64132,7,1726,1,.AP.SF,0,normal
0.07,TCP  ,OPENSTACK_NET,64132,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49859,7,561,1,.AP.SF,0,normal
0.072,TCP  ,OPENSTACK_NET,49859,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49862,7,1726,1,.AP.SF,0,normal
0.069,TCP  ,OPENSTACK_NET,49862,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64150,7,556,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64150,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64149,7,702,1,.AP.SF,0,normal
0.066,TCP  ,OPENSTACK_NET,64149,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50109,7,556,1,.AP.SF,0,normal
0.051,TCP  ,OPENSTACK_NET,50109,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50110,7,702,1,.AP.SF,0,normal
0.06,TCP  ,OPENSTACK_NET,50110,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
135.077,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50111,2,92,1,.A..SF,0,normal
135.077,TCP  ,OPENSTACK_NET,50111,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64199,7,702,1,.AP.SF,0,normal
0.079,TCP  ,OPENSTACK_NET,64199,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64200,7,556,1,.AP.SF,0,normal
0.055,TCP  ,OPENSTACK_NET,64200,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64201,7,639,1,.AP.SF,0,normal
0.055,TCP  ,OPENSTACK_NET,64201,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51304,7,556,1,.AP.SF,0,normal
0.05,TCP  ,OPENSTACK_NET,51304,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51305,7,702,1,.AP.SF,0,normal
0.062,TCP  ,OPENSTACK_NET,51305,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.914,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51306,7,639,1,.AP.SF,0,normal
1.914,TCP  ,OPENSTACK_NET,51306,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64218,7,561,1,.AP.SF,0,normal
0.082,TCP  ,OPENSTACK_NET,64218,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64219,7,1727,1,.AP.SF,0,normal
0.07,TCP  ,OPENSTACK_NET,64219,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51757,7,561,1,.AP.SF,0,normal
0.074,TCP  ,OPENSTACK_NET,51757,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51760,7,1727,1,.AP.SF,0,normal
0.08,TCP  ,OPENSTACK_NET,51760,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64252,7,702,1,.AP.SF,0,normal
0.076,TCP  ,OPENSTACK_NET,64252,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64253,7,556,1,.AP.SF,0,normal
0.057,TCP  ,OPENSTACK_NET,64253,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,52414,7,556,1,.AP.SF,0,normal
0.055,TCP  ,OPENSTACK_NET,52414,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.077,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,52415,7,702,1,.AP.SF,0,normal
0.077,TCP  ,OPENSTACK_NET,52415,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64300,7,561,1,.AP.SF,0,normal
0.08,TCP  ,OPENSTACK_NET,64300,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.087,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64301,7,702,1,.AP.SF,0,normal
0.087,TCP  ,OPENSTACK_NET,64301,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64302,7,556,1,.AP.SF,0,normal
0.07,TCP  ,OPENSTACK_NET,64302,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64305,7,1727,1,.AP.SF,0,normal
0.07,TCP  ,OPENSTACK_NET,64305,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64306,7,639,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64306,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.061,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53471,7,561,1,.AP.SF,0,normal
0.061,TCP  ,OPENSTACK_NET,53471,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53472,7,556,1,.AP.SF,0,normal
0.047,TCP  ,OPENSTACK_NET,53472,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53473,7,702,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,53473,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.113,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53474,7,1727,1,.AP.SF,0,normal
1.113,TCP  ,OPENSTACK_NET,53474,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53475,7,639,1,.AP.SF,0,normal
0.052,TCP  ,OPENSTACK_NET,53475,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64353,7,702,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,64353,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64354,7,556,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64354,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54466,7,556,1,.AP.SF,0,normal
0.048,TCP  ,OPENSTACK_NET,54466,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54467,7,702,1,.AP.SF,0,normal
0.07,TCP  ,OPENSTACK_NET,54467,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.083,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64387,7,561,1,.AP.SF,0,normal
0.083,TCP  ,OPENSTACK_NET,64387,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64388,7,1727,1,.AP.SF,0,normal
0.071,TCP  ,OPENSTACK_NET,64388,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
120.011,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54468,7,561,1,.AP.SF,0,normal
120.011,TCP  ,OPENSTACK_NET,54468,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54565,7,1727,1,.AP.SF,0,normal
0.081,TCP  ,OPENSTACK_NET,54565,EXT_SERVER,8000,5,533,1,.AP.SF,0,normal
0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64406,7,702,1,.AP.SF,0,normal
0.067,TCP  ,OPENSTACK_NET,64406,EXT_SERVER,8000,8,690,1,.AP.SF,0,normal
0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64405,7,556,1,.AP.SF,0,normal
0.05,TCP  ,OPENSTACK_NET,64405,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64407,7,639,1,.AP.SF,0,normal
0.051,TCP  ,OPENSTACK_NET,64407,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.051,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54588,7,556,1,.AP.SF,0,normal
0.051,TCP  ,OPENSTACK_NET,54588,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54589,7,702,1,.AP.SF,0,normal
0.068,TCP  ,OPENSTACK_NET,54589,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.195,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54590,7,639,1,.AP.SF,0,normal
1.195,TCP  ,OPENSTACK_NET,54590,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.086,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64456,7,702,1,.AP.SF,0,normal
0.086,TCP  ,OPENSTACK_NET,64456,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64457,7,556,1,.AP.SF,0,normal
0.063,TCP  ,OPENSTACK_NET,64457,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54639,7,556,1,.AP.SF,0,normal
0.05,TCP  ,OPENSTACK_NET,54639,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54640,7,702,1,.AP.SF,0,normal
0.068,TCP  ,OPENSTACK_NET,54640,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64474,7,561,1,.AP.SF,0,normal
0.065,TCP  ,OPENSTACK_NET,64474,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64475,7,1727,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,64475,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
59.987,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54641,7,561,1,.AP.SF,0,normal
59.987,TCP  ,OPENSTACK_NET,54641,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54692,7,1727,1,.AP.SF,0,normal
0.071,TCP  ,OPENSTACK_NET,54692,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64512,7,702,1,.AP.SF,0,normal
0.08,TCP  ,OPENSTACK_NET,64512,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64513,7,556,1,.AP.SF,0,normal
0.055,TCP  ,OPENSTACK_NET,64513,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64514,7,639,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64514,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54817,7,556,1,.AP.SF,0,normal
0.05,TCP  ,OPENSTACK_NET,54817,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54818,7,702,1,.AP.SF,0,normal
0.066,TCP  ,OPENSTACK_NET,54818,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.261,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54819,7,639,1,.AP.SF,0,normal
1.261,TCP  ,OPENSTACK_NET,54819,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.092,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64563,7,702,1,.AP.SF,0,normal
0.092,TCP  ,OPENSTACK_NET,64563,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64565,7,556,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,64565,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.097,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64564,7,561,1,.AP.SF,0,normal
0.097,TCP  ,OPENSTACK_NET,64564,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.077,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64568,7,1726,1,.AP.SF,0,normal
0.077,TCP  ,OPENSTACK_NET,64568,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54913,7,561,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,54913,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54914,7,556,1,.AP.SF,0,normal
0.059,TCP  ,OPENSTACK_NET,54914,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54915,7,702,1,.AP.SF,0,normal
0.059,TCP  ,OPENSTACK_NET,54915,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.288,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,54916,7,1726,1,.AP.SF,0,normal
1.288,TCP  ,OPENSTACK_NET,54916,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64615,7,556,1,.AP.SF,0,normal
0.05,TCP  ,OPENSTACK_NET,64615,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64616,7,702,1,.AP.SF,0,normal
0.082,TCP  ,OPENSTACK_NET,64616,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64617,7,639,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64617,EXT_SERVER,8000,5,568,1,.AP.SF,0,normal
0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55057,7,556,1,.AP.SF,0,normal
0.053,TCP  ,OPENSTACK_NET,55057,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55058,7,702,1,.AP.SF,0,normal
0.065,TCP  ,OPENSTACK_NET,55058,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.132,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55059,7,639,1,.AP.SF,0,normal
1.132,TCP  ,OPENSTACK_NET,55059,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64650,7,561,1,.AP.SF,0,normal
0.071,TCP  ,OPENSTACK_NET,64650,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64651,7,1726,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,64651,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55092,7,561,1,.AP.SF,0,normal
0.063,TCP  ,OPENSTACK_NET,55092,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55093,7,1726,1,.AP.SF,0,normal
0.08,TCP  ,OPENSTACK_NET,55093,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64668,7,702,1,.AP.SF,0,normal
0.067,TCP  ,OPENSTACK_NET,64668,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64669,7,556,1,.AP.SF,0,normal
0.055,TCP  ,OPENSTACK_NET,64669,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55110,7,556,1,.AP.SF,0,normal
0.053,TCP  ,OPENSTACK_NET,55110,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55111,7,702,1,.AP.SF,0,normal
0.072,TCP  ,OPENSTACK_NET,55111,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
135.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55112,2,92,1,.A..SF,0,normal
135.074,TCP  ,OPENSTACK_NET,55112,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64719,7,556,1,.AP.SF,0,normal
0.06,TCP  ,OPENSTACK_NET,64719,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.085,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64718,7,702,1,.AP.SF,0,normal
0.085,TCP  ,OPENSTACK_NET,64718,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64720,7,639,1,.AP.SF,0,normal
0.056,TCP  ,OPENSTACK_NET,64720,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55302,7,556,1,.AP.SF,0,normal
0.059,TCP  ,OPENSTACK_NET,55302,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.08,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55303,7,702,1,.AP.SF,0,normal
0.08,TCP  ,OPENSTACK_NET,55303,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.123,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55304,7,639,1,.AP.SF,0,normal
1.123,TCP  ,OPENSTACK_NET,55304,EXT_SERVER,8000,5,568,1,.AP.SF,0,normal
0.083,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64737,7,561,1,.AP.SF,0,normal
0.083,TCP  ,OPENSTACK_NET,64737,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64738,7,1727,1,.AP.SF,0,normal
0.076,TCP  ,OPENSTACK_NET,64738,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55396,7,561,1,.AP.SF,0,normal
0.073,TCP  ,OPENSTACK_NET,55396,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.092,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55397,7,1727,1,.AP.SF,0,normal
0.092,TCP  ,OPENSTACK_NET,55397,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.089,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64775,7,702,1,.AP.SF,0,normal
0.089,TCP  ,OPENSTACK_NET,64775,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64776,7,556,1,.AP.SF,0,normal
0.067,TCP  ,OPENSTACK_NET,64776,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55602,7,556,1,.AP.SF,0,normal
0.053,TCP  ,OPENSTACK_NET,55602,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55603,7,702,1,.AP.SF,0,normal
0.067,TCP  ,OPENSTACK_NET,55603,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
135.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55604,2,92,1,.A..SF,0,normal
135.073,TCP  ,OPENSTACK_NET,55604,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64828,7,702,1,.AP.SF,0,normal
0.081,TCP  ,OPENSTACK_NET,64828,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64827,7,561,1,.AP.SF,0,normal
0.074,TCP  ,OPENSTACK_NET,64827,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64829,7,556,1,.AP.SF,0,normal
0.063,TCP  ,OPENSTACK_NET,64829,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64830,7,1728,1,.AP.SF,0,normal
0.079,TCP  ,OPENSTACK_NET,64830,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64831,7,639,1,.AP.SF,0,normal
0.067,TCP  ,OPENSTACK_NET,64831,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55657,7,556,1,.AP.SF,0,normal
0.059,TCP  ,OPENSTACK_NET,55657,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55658,7,561,1,.AP.SF,0,normal
0.072,TCP  ,OPENSTACK_NET,55658,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55659,7,702,1,.AP.SF,0,normal
0.066,TCP  ,OPENSTACK_NET,55659,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.329,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55660,7,1725,1,.AP.SF,0,normal
1.329,TCP  ,OPENSTACK_NET,55660,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55661,7,639,1,.AP.SF,0,normal
0.053,TCP  ,OPENSTACK_NET,55661,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64886,7,702,1,.AP.SF,0,normal
0.075,TCP  ,OPENSTACK_NET,64886,EXT_SERVER,8000,5,540,1,.AP.SF,0,normal
0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64887,7,556,1,.AP.SF,0,normal
0.068,TCP  ,OPENSTACK_NET,64887,EXT_SERVER,8000,5,469,1,.AP.SF,0,normal
0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55716,7,556,1,.AP.SF,0,normal
0.079,TCP  ,OPENSTACK_NET,55716,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.078,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55718,7,702,1,.AP.SF,0,normal
0.078,TCP  ,OPENSTACK_NET,55718,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64920,7,561,1,.AP.SF,0,normal
0.075,TCP  ,OPENSTACK_NET,64920,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.081,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64921,7,1726,1,.AP.SF,0,normal
0.081,TCP  ,OPENSTACK_NET,64921,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
119.764,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55717,7,561,1,.AP.SF,0,normal
119.764,TCP  ,OPENSTACK_NET,55717,EXT_SERVER,8000,5,543,1,.AP.SF,0,normal
0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55749,7,1726,1,.AP.SF,0,normal
0.079,TCP  ,OPENSTACK_NET,55749,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64938,7,702,1,.AP.SF,0,normal
0.071,TCP  ,OPENSTACK_NET,64938,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64939,7,556,1,.AP.SF,0,normal
0.054,TCP  ,OPENSTACK_NET,64939,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64940,7,639,1,.AP.SF,0,normal
0.075,TCP  ,OPENSTACK_NET,64940,EXT_SERVER,8000,5,568,1,.AP.SF,0,normal
0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55766,7,556,1,.AP.SF,0,normal
0.052,TCP  ,OPENSTACK_NET,55766,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55767,7,702,1,.AP.SF,0,normal
0.063,TCP  ,OPENSTACK_NET,55767,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
1.958,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55768,7,639,1,.AP.SF,0,normal
1.958,TCP  ,OPENSTACK_NET,55768,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
0.068,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64995,7,702,1,.AP.SF,0,normal
0.068,TCP  ,OPENSTACK_NET,64995,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.059,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,64996,7,556,1,.AP.SF,0,normal
0.059,TCP  ,OPENSTACK_NET,64996,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.052,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55821,7,556,1,.AP.SF,0,normal
0.052,TCP  ,OPENSTACK_NET,55821,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
0.066,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,55822,7,702,1,.AP.SF,0,normal
0.066,TCP  ,OPENSTACK_NET,55822,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65011,7,561,1,.AP.SF,0,normal
0.069,TCP  ,OPENSTACK_NET,65011,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,65012,7,1726,1,.AP.SF,0,normal
